Name,Measure,Geo Place Name,Time Period,Start_Date,Data Value,Message,Year,Month,Day
13,5,37,48,2014-12-01,0.12384922922799044,,2014,12,1
13,5,106,48,2014-12-01,0.2702571704151244,,2014,12,1
13,5,81,20,2017-01-01,-0.3607822746436236,,2017,1,1
13,5,37,49,2015-12-01,0.06698353612921962,,2015,12,1
13,5,37,34,2016-06-01,-0.2992485022606253,,2016,6,1
13,5,106,49,2015-12-01,0.22824445685707723,,2015,12,1
13,5,106,34,2016-06-01,-0.08281937181007956,,2016,6,1
13,5,34,21,2018-01-01,-0.16005486542184294,,2018,1,1
13,5,37,19,2015-12-31,-0.12101274777194067,,2015,12,31
13,5,106,55,2021-12-01,0.04344242205939005,,2021,12,1
13,5,81,24,2021-01-01,-0.41224598279363023,,2021,1,1
13,5,81,27,2009-06-01,-0.5351986915361222,,2009,6,1
13,5,81,44,2010-12-01,-0.03359235390368093,,2010,12,1
13,5,81,16,2012-12-01,-0.36120664548764436,,2012,12,1
13,5,81,48,2014-12-01,-0.020012486895019378,,2014,12,1
13,5,81,39,2021-06-01,-0.6875114010446258,,2021,6,1
13,5,81,21,2018-01-01,-0.45159763526404867,,2018,1,1
13,5,81,55,2021-12-01,-0.22701914683988642,,2021,12,1
12,5,97,16,2012-12-01,-0.5037952490785921,,2012,12,1
12,5,106,49,2015-12-01,-0.5177994869312744,,2015,12,1
12,5,81,54,2020-12-01,-0.6246945563156047,,2020,12,1
12,5,81,28,2010-06-01,-0.4375933974113663,,2010,6,1
12,5,81,29,2011-06-01,-0.4439589600716765,,2011,6,1
13,5,81,30,2012-06-01,-0.5492029293888047,,2012,6,1
13,5,81,31,2013-06-01,-0.5589634588012803,,2013,6,1
13,5,97,47,2013-12-01,0.2868076333319307,,2013,12,1
13,5,97,22,2019-01-01,-0.10743288076327896,,2019,1,1
13,5,34,51,2017-12-01,0.10263068702695655,,2017,12,1
13,5,37,22,2019-01-01,-0.20291632066793147,,2019,1,1
13,5,106,25,2022-01-01,-0.12227311644755669,,2022,1,1
13,5,81,51,2017-12-01,-0.2860930060959843,,2017,12,1
13,5,81,22,2019-01-01,-0.47154306493302056,,2019,1,1
13,5,81,25,2022-01-01,-0.4112622614712311,,2022,1,1
13,5,81,42,2008-12-01,-0.006856990730378267,,2008,12,1
13,5,81,47,2013-12-01,0.06486168190911619,,2013,12,1
12,5,57,19,2015-12-31,-0.5632071672414869,,2015,12,31
12,5,97,31,2013-06-01,-0.43929088078744905,,2013,6,1
12,5,81,16,2012-12-01,-0.5704214715898385,,2012,12,1
12,5,81,24,2021-01-01,-0.6421897019594381,,2021,1,1
12,5,81,20,2017-01-01,-0.6251653104685059,,2017,1,1
12,5,81,44,2010-12-01,-0.4571144562363175,,2010,12,1
12,5,81,27,2009-06-01,-0.4859716736297236,,2009,6,1
13,5,97,37,2019-06-01,-0.2050381748880349,,2019,6,1
13,5,37,33,2015-06-01,-0.28227366849979824,,2015,6,1
13,5,37,53,2019-12-01,0.08226088651396399,,2019,12,1
12,5,106,55,2021-12-01,-0.6051964408881501,,2021,12,1
12,5,81,21,2018-01-01,-0.6361989524130436,,2018,1,1
12,5,81,39,2021-06-01,-0.5857496986492713,,2021,6,1
12,5,81,55,2021-12-01,-0.6402454106962874,,2021,12,1
12,5,81,31,2013-06-01,-0.4927616071340545,,2013,6,1
12,5,81,30,2012-06-01,-0.49403471966611645,,2012,6,1
12,5,37,19,2015-12-31,-0.5852744511305622,,2015,12,31
13,5,81,53,2019-12-01,-0.15114307769740884,,2019,12,1
13,5,81,37,2019-06-01,-0.586971934506645,,2019,6,1
13,5,81,26,2023-01-01,-0.4960910457657046,,2023,1,1
13,5,81,56,2022-12-01,-0.3893109089068088,,2022,12,1
13,5,81,46,2012-12-01,-0.09682360966276202,,2012,12,1
13,5,81,13,2009-12-01,-0.30137035648072874,,2009,12,1
13,5,111,15,2011-12-01,0.10093320365087387,,2011,12,1
13,5,84,15,2011-12-01,-0.364177241395789,,2011,12,1
13,5,84,40,2022-06-01,-0.6024669030240707,,2022,6,1
13,5,89,54,2020-12-01,-0.05405542858196426,,2020,12,1
13,5,97,17,2013-12-01,-0.030621757995536323,,2013,12,1
12,5,97,47,2013-12-01,-0.3578116787354789,,2013,12,1
12,5,106,25,2022-01-01,-0.6344333914237259,,2022,1,1
12,5,81,47,2013-12-01,-0.4745136608411653,,2013,12,1
12,5,81,51,2017-12-01,-0.5963080930750998,,2017,12,1
12,5,81,22,2019-01-01,-0.6561443820820154,,2019,1,1
12,5,81,25,2022-01-01,-0.6801457898605009,,2022,1,1
13,5,37,38,2020-06-01,-0.4240135304027046,,2020,6,1
13,5,89,27,2009-06-01,-0.21225247923638635,,2009,6,1
13,5,89,48,2014-12-01,0.06868101950530243,,2014,12,1
13,5,2,20,2017-01-01,-0.16344983217400846,,2017,1,1
13,5,2,24,2021-01-01,-0.28612776418996383,,2021,1,1
13,5,2,27,2009-06-01,-0.13798758153276772,,2009,6,1
13,5,2,16,2012-12-01,-0.15241619022947075,,2012,12,1
13,5,2,44,2010-12-01,0.2723790246352277,,2010,12,1
13,5,2,48,2014-12-01,0.08268525735798474,,2014,12,1
13,5,1,49,2015-12-01,-0.006432619886357673,,2015,12,1
13,5,1,34,2016-06-01,-0.3531435994512514,,2016,6,1
13,5,89,30,2012-06-01,-0.2856686352519636,,2012,6,1
13,5,89,31,2013-06-01,-0.27421062246340533,,2013,6,1
13,5,89,21,2018-01-01,-0.2050381748880349,,2018,1,1
13,5,89,55,2021-12-01,-0.1041350936612818,,2021,12,1
13,5,2,21,2018-01-01,-0.1973994996956627,,2018,1,1
13,5,2,55,2021-12-01,-0.049330370297622564,,2021,12,1
13,5,2,30,2012-06-01,-0.23941221325370976,,2012,6,1
13,5,2,31,2013-06-01,-0.25681141785855754,,2013,6,1
13,5,2,19,2015-12-31,-0.16769354061421515,,2015,12,31
13,5,1,39,2021-06-01,-0.4702763556477498,,2021,6,1
13,5,73,19,2015-12-31,-0.13289513140451956,,2015,12,31
13,5,84,30,2012-06-01,-0.5475054460127219,,2012,6,1
13,5,83,20,2017-01-01,-0.1978238705396833,,2017,1,1
13,5,21,29,2011-06-01,-0.34465618257083785,,2011,6,1
13,5,83,55,2021-12-01,-0.08483115356940268,,2021,12,1
13,5,76,20,2017-01-01,-0.19358016209947662,,2017,1,1
13,5,76,24,2021-01-01,-0.2727335904046328,,2021,1,1
13,5,76,21,2018-01-01,-0.20334069151195208,,2018,1,1
13,5,76,39,2021-06-01,-0.4519327592220884,,2021,6,1
12,5,83,20,2017-01-01,-0.60267365573541,,2017,1,1
12,5,76,34,2016-06-01,-0.5929131263229345,,2016,6,1
12,5,76,54,2020-12-01,-0.6123852675387615,,2020,12,1
13,5,76,55,2021-12-01,-0.09651687229484956,,2021,12,1
13,5,83,51,2017-12-01,-0.049718445976466796,,2017,12,1
13,5,76,25,2022-01-01,-0.2874507021028223,,2022,1,1
13,5,76,22,2019-01-01,-0.27590810583948805,,2019,1,1
13,5,76,51,2017-12-01,0.023697710039110493,,2017,12,1
12,5,76,48,2014-12-01,-0.5441104792605564,,2014,12,1
12,5,76,20,2017-01-01,-0.6060686224875754,,2017,1,1
12,5,76,24,2021-01-01,-0.6243794152591794,,2021,1,1
13,5,21,56,2022-12-01,-0.12838756869455956,,2022,12,1
13,5,21,26,2023-01-01,-0.3205260481350702,,2023,1,1
12,5,76,19,2015-12-31,-0.6162535227440716,,2015,12,31
12,5,76,21,2018-01-01,-0.6200728603402578,,2018,1,1
12,5,76,55,2021-12-01,-0.6199739981021302,,2021,12,1
12,5,76,39,2021-06-01,-0.562281426943639,,2021,6,1
13,5,76,33,2015-06-01,-0.38115207515661614,,2015,6,1
13,5,76,37,2019-06-01,-0.34041247413063114,,2019,6,1
13,5,76,53,2019-12-01,-0.03741169149986703,,2019,12,1
13,5,76,56,2022-12-01,-0.1381791000946742,,2022,12,1
13,5,76,26,2023-01-01,-0.26346647272879165,,2023,1,1
13,5,86,28,2010-06-01,0.04576499392818572,,2010,6,1
13,5,53,54,2020-12-01,-0.0073408723709684634,,2020,12,1
12,5,21,22,2019-01-01,-0.6395939191652089,,2019,1,1
12,5,83,22,2019-01-01,-0.6357745815690229,,2019,1,1
13,5,84,31,2013-06-01,-0.5699971007458178,,2013,6,1
12,5,81,42,2008-12-01,-0.4609337938325036,,2008,12,1
12,5,97,37,2019-06-01,-0.5156776327111711,,2019,6,1
12,5,30,15,2011-12-01,-0.5139801493350884,,2011,12,1
12,5,111,15,2011-12-01,-0.4817279651895168,,2011,12,1
12,5,1,15,2011-12-01,-0.5305306122518948,,2011,12,1
12,5,84,15,2011-12-01,-0.5419886250404531,,2011,12,1
8,7,111,8,2015-01-01,-0.880636558568954,,2015,1,1
12,5,30,44,2010-12-01,-0.39473194216527785,,2010,12,1
12,5,30,27,2009-06-01,-0.46560187311673107,,2009,6,1
12,5,111,44,2010-12-01,-0.27505936415144666,,2010,12,1
12,5,111,27,2009-06-01,-0.35271922860723076,,2009,6,1
12,5,111,16,2012-12-01,-0.49615657388621986,,2012,12,1
12,5,105,20,2017-01-01,-0.5398667708203497,,2017,1,1
12,5,1,27,2009-06-01,-0.4745136608411653,,2009,6,1
12,5,1,16,2012-12-01,-0.5504760419208666,,2012,12,1
12,5,1,24,2021-01-01,-0.6263971969008064,,2021,1,1
12,5,2,54,2020-12-01,-0.6214521468079045,,2020,12,1
12,5,2,28,2010-06-01,-0.41340425930218766,,2010,6,1
12,5,2,29,2011-06-01,-0.424862272090746,,2011,6,1
12,5,2,34,2016-06-01,-0.5763626634061281,,2016,6,1
12,5,2,49,2015-12-01,-0.5780601467822107,,2015,12,1
12,5,34,26,2023-01-01,-0.6162708003664298,,2023,1,1
12,5,97,17,2013-12-01,-0.4817279651895168,,2013,12,1
12,5,37,18,2015-01-01,-0.5335012081600395,,2015,1,1
12,5,97,32,2014-06-01,-0.48809352784982696,,2014,6,1
12,5,97,52,2018-12-01,-0.5530222669849907,,2018,12,1
8,7,1,6,2013-01-01,-0.8254683488462659,,2013,1,1
13,5,84,16,2012-12-01,-0.4049168424217741,,2012,12,1
13,5,84,44,2010-12-01,-0.020861228583060713,,2010,12,1
13,5,84,27,2009-06-01,-0.4350471723472422,,2009,6,1
12,5,30,29,2011-06-01,-0.43080346390703544,,2011,6,1
12,5,83,25,2022-01-01,-0.6646321620541231,,2022,1,1
12,5,76,51,2017-12-01,-0.5763626634061281,,2017,12,1
13,5,21,45,2011-12-01,-0.12271023114802335,,2011,12,1
13,5,83,35,2017-06-01,-0.42698412631084937,,2017,6,1
13,5,86,27,2009-06-01,0.14931147986923118,,2009,6,1
13,5,53,48,2014-12-01,0.12257611669592851,,2014,12,1
13,5,53,24,2021-01-01,-0.24411015975793937,,2021,1,1
13,5,86,24,2021-01-01,-0.12451223197053816,,2021,1,1
12,5,76,22,2019-01-01,-0.6374720649451056,,2019,1,1
12,5,76,25,2022-01-01,-0.6624291648609875,,2022,1,1
12,5,9,54,2020-12-01,-0.6111122878772108,,2020,12,1
12,5,58,29,2011-06-01,-0.37011843321207855,,2011,6,1
12,5,53,54,2020-12-01,-0.6094390994348886,,2020,12,1
12,5,21,56,2022-12-01,-0.6487384983169784,,2022,12,1
12,5,83,53,2019-12-01,-0.5975812056071619,,2019,12,1
12,5,83,56,2022-12-01,-0.6479244999972482,,2022,12,1
12,5,21,36,2018-06-01,-0.5610853130213835,,2018,6,1
12,5,83,35,2017-06-01,-0.5432617375725151,,2017,6,1
12,5,86,54,2020-12-01,-0.603289225717403,,2020,12,1
12,5,58,44,2010-12-01,-0.3145258526453697,,2010,12,1
13,5,53,16,2012-12-01,-0.08876056362636908,,2012,12,1
13,5,86,39,2021-06-01,-0.2796874842526303,,2021,6,1
13,5,86,55,2021-12-01,0.07656768895587421,,2021,12,1
13,5,53,31,2013-06-01,-0.19018519534731113,,2013,6,1
12,5,9,19,2015-12-31,-0.5772114050941693,,2015,12,31
12,5,9,39,2021-06-01,-0.539522681561422,,2021,6,1
12,5,58,30,2012-06-01,-0.4189210802744565,,2012,6,1
12,5,58,31,2013-06-01,-0.4235891595586839,,2013,6,1
13,5,53,51,2017-12-01,0.11790803741170093,,2017,12,1
13,5,86,25,2022-01-01,-0.1613205408548635,,2022,1,1
13,5,58,51,2017-12-01,0.2583747867825454,,2017,12,1
13,5,58,22,2019-01-01,-0.03444109559172242,,2019,1,1
13,5,53,47,2013-12-01,0.24776551568202845,,2013,12,1
13,5,53,22,2019-01-01,-0.235168504813503,,2019,1,1
13,5,53,25,2022-01-01,-0.2627411465696084,,2022,1,1
12,5,30,28,2010-06-01,-0.4155261135222911,,2010,6,1
12,5,111,29,2011-06-01,-0.3213157861497006,,2011,6,1
12,5,1,49,2015-12-01,-0.5806063718463347,,2015,12,1
12,5,1,34,2016-06-01,-0.5801820010023141,,2016,6,1
12,5,1,54,2020-12-01,-0.6213630201886208,,2020,12,1
12,5,96,31,2013-06-01,-0.4426858475396145,,2013,6,1
12,5,96,21,2018-01-01,-0.5657533923056111,,2018,1,1
12,5,84,28,2010-06-01,-0.41595048436631177,,2010,6,1
13,5,89,42,2008-12-01,0.20490406043593992,,2008,12,1
13,5,89,51,2017-12-01,0.023697710039110493,,2017,12,1
13,5,89,25,2022-01-01,-0.2944524407928873,,2022,1,1
13,5,2,22,2019-01-01,-0.2716643973992813,,2019,1,1
13,5,2,25,2022-01-01,-0.2635876874704526,,2022,1,1
13,5,2,42,2008-12-01,0.231215052765222,,2008,12,1
13,5,2,47,2013-12-01,0.20575280212398125,,2013,12,1
12,5,30,31,2013-06-01,-0.4825767068775582,,2013,6,1
12,5,111,30,2012-06-01,-0.3709671749001199,,2012,6,1
12,5,111,31,2013-06-01,-0.3756352541843474,,2013,6,1
12,5,1,19,2015-12-31,-0.601400543203348,,2015,12,31
12,5,89,48,2014-12-01,-0.5441104792605564,,2014,12,1
12,5,2,27,2009-06-01,-0.4706943232449792,,2009,6,1
12,5,2,44,2010-12-01,-0.3786058500924921,,2010,12,1
12,5,2,16,2012-12-01,-0.5483541877007632,,2012,12,1
12,5,89,24,2021-01-01,-0.6290051014662612,,2021,1,1
12,5,89,44,2010-12-01,-0.4078874383299189,,2010,12,1
12,5,89,16,2012-12-01,-0.5602365713333423,,2012,12,1
12,5,89,27,2009-06-01,-0.4838498194096202,,2009,6,1
12,5,89,20,2017-01-01,-0.6069173641756168,,2017,1,1
12,5,89,39,2021-06-01,-0.5669188100418575,,2021,6,1
12,5,2,55,2021-12-01,-0.61354860967721,,2021,12,1
12,5,2,31,2013-06-01,-0.4711186940889999,,2013,6,1
12,5,2,30,2012-06-01,-0.4745136608411653,,2012,6,1
12,5,53,48,2014-12-01,-0.5271356454997294,,2014,12,1
12,5,53,24,2021-01-01,-0.6205374102762937,,2021,1,1
12,5,86,24,2021-01-01,-0.6036812819523268,,2021,1,1
12,5,53,44,2010-12-01,-0.38963949203702974,,2010,12,1
12,5,86,27,2009-06-01,-0.411706775926105,,2009,6,1
12,5,86,44,2010-12-01,-0.27633247668350874,,2010,12,1
12,5,86,16,2012-12-01,-0.4817279651895168,,2012,12,1
12,5,86,48,2014-12-01,-0.44480770175971784,,2014,12,1
12,5,86,20,2017-01-01,-0.5453835917926185,,2017,1,1
12,5,86,55,2021-12-01,-0.5858405576352145,,2021,12,1
12,5,86,39,2021-06-01,-0.5202404158709046,,2021,6,1
12,5,86,30,2012-06-01,-0.42571101377878734,,2012,6,1
12,5,86,31,2013-06-01,-0.4295303513749735,,2013,6,1
12,5,86,19,2015-12-31,-0.5449592209485978,,2015,12,31
12,5,86,21,2018-01-01,-0.5666021339936524,,2018,1,1
12,5,9,25,2022-01-01,-0.6529580530964786,,2022,1,1
12,5,53,51,2017-12-01,-0.5661777631496316,,2017,12,1
12,5,86,25,2022-01-01,-0.6306696734829664,,2022,1,1
12,5,86,42,2008-12-01,-0.26784505980309514,,2008,12,1
12,5,86,47,2013-12-01,-0.3382906199105277,,2013,12,1
12,5,86,51,2017-12-01,-0.526286903811688,,2017,12,1
12,5,53,47,2013-12-01,-0.4295303513749735,,2013,12,1
12,5,53,22,2019-01-01,-0.6285602772206713,,2019,1,1
12,5,53,25,2022-01-01,-0.654545969395019,,2022,1,1
12,5,53,42,2008-12-01,-0.3548410828273342,,2008,12,1
12,5,9,56,2022-12-01,-0.6342866761107365,,2022,12,1
12,5,9,26,2023-01-01,-0.6140037784289308,,2023,1,1
12,5,15,33,2015-06-01,-0.5127070368030263,,2015,6,1
12,5,86,28,2010-06-01,-0.3569629370474375,,2010,6,1
12,5,86,29,2011-06-01,-0.3777571084044507,,2011,6,1
12,5,86,49,2015-12-01,-0.5216188245274606,,2015,12,1
12,5,86,34,2016-06-01,-0.5161020035551918,,2016,6,1
12,5,76,40,2022-06-01,-0.632538800054913,,2022,6,1
13,5,86,26,2023-01-01,-0.15811656559601633,,2023,1,1
13,5,86,56,2022-12-01,0.03080133677385804,,2022,12,1
12,5,2,19,2015-12-31,-0.5988543181392239,,2015,12,31
12,5,89,31,2013-06-01,-0.4796061109694134,,2013,6,1
12,5,96,42,2008-12-01,-0.3208914153056799,,2008,12,1
12,5,96,51,2017-12-01,-0.5008246531704473,,2017,12,1
12,5,96,22,2019-01-01,-0.5827282260664381,,2019,1,1
12,5,2,51,2017-12-01,-0.5716945841219006,,2017,12,1
12,5,2,22,2019-01-01,-0.6306821314407747,,2019,1,1
12,5,2,25,2022-01-01,-0.6576157480261527,,2022,1,1
12,5,2,42,2008-12-01,-0.3671478373039338,,2008,12,1
12,5,2,47,2013-12-01,-0.4278328679988907,,2013,12,1
12,5,89,42,2008-12-01,-0.3960050546973399,,2008,12,1
12,5,89,47,2013-12-01,-0.4541438603281728,,2013,12,1
12,5,89,51,2017-12-01,-0.5767870342501487,,2017,12,1
12,5,89,22,2019-01-01,-0.6383208066331469,,2019,1,1
12,5,96,46,2012-12-01,-0.43589591403528366,,2012,12,1
12,5,89,30,2012-06-01,-0.48554730278570296,,2012,6,1
12,5,89,19,2015-12-31,-0.617102264432113,,2015,12,31
12,5,89,21,2018-01-01,-0.6209216020282992,,2018,1,1
12,5,2,21,2018-01-01,-0.617102264432113,,2018,1,1
12,5,2,39,2021-06-01,-0.5576416711031573,,2021,6,1
12,5,89,54,2020-12-01,-0.6182575737397291,,2020,12,1
12,5,89,28,2010-06-01,-0.42740849715487006,,2010,6,1
12,5,89,29,2011-06-01,-0.43547154319126297,,2011,6,1
12,5,89,49,2015-12-01,-0.6009761723593273,,2015,12,1
12,5,89,34,2016-06-01,-0.5937618680109759,,2016,6,1
12,5,37,22,2019-01-01,-0.6111610726158235,,2019,1,1
12,5,37,42,2008-12-01,-0.3505973743871274,,2008,12,1
12,5,37,47,2013-12-01,-0.4049168424217741,,2013,12,1
12,5,84,44,2010-12-01,-0.40661432579785683,,2010,12,1
12,5,84,16,2012-12-01,-0.5615096838654042,,2012,12,1
12,5,111,13,2009-12-01,-0.4549926020162141,,2009,12,1
12,5,1,13,2009-12-01,-0.5122826659590056,,2009,12,1
13,5,53,13,2009-12-01,0.00714724712230403,,2009,12,1
13,5,58,30,2012-06-01,-0.09682360966276202,,2012,6,1
13,5,53,19,2015-12-31,-0.14817248178926407,,2015,12,31
13,5,53,21,2018-01-01,-0.14859685263328468,,2018,1,1
13,5,53,39,2021-06-01,-0.4353209458611036,,2021,6,1
13,5,53,55,2021-12-01,-0.0568890634682805,,2021,12,1
13,5,9,39,2021-06-01,-0.41100334815121486,,2021,6,1
13,5,9,55,2021-12-01,-0.0010702232205195264,,2021,12,1
13,5,15,55,2021-12-01,-0.07919077702589715,,2021,12,1
13,5,86,31,2013-06-01,-0.10573539738719628,,2013,6,1
13,5,86,19,2015-12-31,-0.028499903775432905,,2015,12,31
13,5,86,21,2018-01-01,-0.03401672474770168,,2018,1,1
13,5,86,30,2012-06-01,-0.08748745109430715,,2012,6,1
13,5,53,30,2012-06-01,-0.2054625457320555,,2012,6,1
16,5,53,39,2021-06-01,0.421809631184326,,2021,6,1
13,5,86,54,2020-12-01,0.01826001810315947,,2020,12,1
13,5,53,28,2010-06-01,-0.13501698562462297,,2010,6,1
13,5,53,29,2011-06-01,-0.1609036071098843,,2011,6,1
13,5,53,49,2015-12-01,0.059344860936847425,,2015,12,1
13,5,53,34,2016-06-01,-0.3370175073784657,,2016,6,1
13,5,15,54,2020-12-01,0.005224754686046355,,2020,12,1
13,5,86,34,2016-06-01,-0.1990969830717454,,2016,6,1
13,5,86,49,2015-12-01,0.13742909623665214,,2015,12,1
13,5,86,29,2011-06-01,-0.015344407610791793,,2011,6,1
13,5,21,41,2023-06-01,-0.515067450117043,,2023,6,1
13,5,83,52,2018-12-01,-0.1010673181029687,,2018,12,1
13,5,76,40,2022-06-01,-0.47069939282151896,,2022,6,1
13,5,76,15,2011-12-01,-0.15538678613761553,,2011,12,1
13,5,76,30,2012-06-01,-0.28439552271990165,,2012,6,1
13,5,76,31,2013-06-01,-0.2725131390873226,,2013,6,1
13,5,76,19,2015-12-31,-0.2054625457320555,,2015,12,31
13,5,76,54,2020-12-01,-0.0408070338202295,,2020,12,1
13,5,76,49,2015-12-01,0.0033279095261179357,,2015,12,1
16,5,76,34,2016-06-01,0.5677411320736195,,2016,6,1
13,5,76,28,2010-06-01,-0.20631128742009683,,2010,6,1
13,5,76,29,2011-06-01,-0.24153406747381317,,2011,6,1
12,5,1,26,2023-01-01,-0.6182364256855253,,2023,1,1
12,5,97,15,2011-12-01,-0.48342544856559955,,2011,12,1
12,5,106,40,2022-06-01,-0.5960511790510039,,2022,6,1
12,5,81,40,2022-06-01,-0.6580906951751784,,2022,6,1
12,5,81,15,2011-12-01,-0.5810307426903555,,2011,12,1
12,5,73,55,2021-12-01,-0.5858467658411658,,2021,12,1
12,5,84,39,2021-06-01,-0.5700748497281508,,2021,6,1
12,5,84,55,2021-12-01,-0.6474213619354914,,2021,12,1
12,5,84,19,2015-12-31,-0.6137072976799477,,2015,12,31
12,5,84,21,2018-01-01,-0.6311065022847955,,2018,1,1
8,7,30,8,2015-01-01,-0.8891239754493675,,2015,1,1
8,7,84,8,2015-01-01,-0.8933676838895743,,2015,1,1
12,5,84,40,2022-06-01,-0.6539746576424681,,2022,6,1
13,5,89,46,2012-12-01,-0.025104937023267403,,2012,12,1
13,5,89,33,2015-06-01,-0.3824251876886782,,2015,6,1
13,5,2,53,2019-12-01,-0.0038863948222335096,,2019,12,1
13,5,2,37,2019-06-01,-0.3603579037996029,,2019,6,1
13,5,2,26,2023-01-01,-0.25493260209393737,,2023,1,1
13,5,2,56,2022-12-01,-0.12303828041972249,,2022,12,1
13,5,2,13,2009-12-01,-0.03613857896780509,,2009,12,1
13,5,2,46,2012-12-01,-0.01831500351893655,,2012,12,1
13,5,2,33,2015-06-01,-0.33404691147032095,,2015,6,1
13,5,96,30,2012-06-01,-0.1664204280821532,,2012,6,1
13,5,96,31,2013-06-01,-0.18169777846689758,,2013,6,1
13,5,96,21,2018-01-01,-0.05863023370090092,,2018,1,1
13,5,89,19,2015-12-31,-0.2075843999521589,,2015,12,31
13,5,2,39,2021-06-01,-0.46064987191427836,,2021,6,1
16,5,89,31,2013-06-01,0.45570722925216056,,2013,6,1
16,5,89,39,2021-06-01,0.44142890130496726,,2021,6,1
13,5,2,29,2011-06-01,-0.20418943319999355,,2011,6,1
13,5,2,28,2010-06-01,-0.18000029509081492,,2010,6,1
13,5,2,49,2015-12-01,0.024122080883131235,,2015,12,1
13,5,24,16,2012-12-01,0.07589532385365388,,2012,12,1
13,5,49,48,2014-12-01,0.10729876631118399,,2014,12,1
13,5,77,34,2016-06-01,-0.2784543309036121,,2016,6,1
13,5,77,49,2015-12-01,0.12257611669592851,,2015,12,1
13,5,77,19,2015-12-31,-0.07390758408564545,,2015,12,31
13,5,77,55,2021-12-01,-0.010719048466319494,,2021,12,1
13,5,49,55,2021-12-01,-0.053112053468818754,,2021,12,1
12,5,24,16,2012-12-01,-0.5211944536834399,,2012,12,1
12,5,77,49,2015-12-01,-0.5555684920491147,,2015,12,1
12,5,77,34,2016-06-01,-0.5517491544529286,,2016,6,1
13,5,24,47,2013-12-01,0.3699843187599836,,2013,12,1
13,5,24,22,2019-01-01,-0.12143711861596126,,2019,1,1
13,5,95,22,2019-01-01,0.14549214227304508,,2019,1,1
12,5,77,55,2021-12-01,-0.6129812305692707,,2021,12,1
12,5,24,30,2012-06-01,-0.45202200610806936,,2012,6,1
12,5,24,31,2013-06-01,-0.45584134370425544,,2013,6,1
13,5,71,56,2022-12-01,0.09956946799818375,,2022,12,1
13,5,24,53,2019-12-01,0.29402193768028234,,2019,12,1
13,5,77,37,2019-06-01,-0.34295869919475513,,2019,6,1
13,5,77,53,2019-12-01,0.16204260518985153,,2019,12,1
13,5,77,26,2023-01-01,-0.19698768768239996,,2023,1,1
13,5,49,33,2015-06-01,-0.32046704446165925,,2015,6,1
13,5,49,37,2019-06-01,-0.361631016331665,,2019,6,1
13,5,49,53,2019-12-01,0.04915996068035122,,2019,12,1
12,5,20,21,2018-01-01,-0.5054927324546747,,2018,1,1
12,5,49,19,2015-12-31,-0.5958837222310792,,2015,12,31
13,5,78,40,2022-06-01,-0.44168551549363877,,2022,6,1
13,5,112,40,2022-06-01,-0.542464908745452,,2022,6,1
13,5,24,17,2013-12-01,0.0508574440564339,,2013,12,1
13,5,0,27,2009-06-01,-0.028499903775432905,,2009,6,1
13,5,0,16,2012-12-01,-0.06669327973729385,,2012,12,1
13,5,0,44,2010-12-01,0.3559800809073013,,2010,12,1
13,5,10,44,2010-12-01,0.39756842362132777,,2010,12,1
13,5,10,27,2009-06-01,0.03260949776354476,,2009,6,1
13,5,88,24,2021-01-01,-0.2722131818923852,,2021,1,1
13,5,0,28,2010-06-01,-0.12610519790018884,,2010,6,1
13,5,0,29,2011-06-01,-0.12695393958823017,,2011,6,1
13,5,10,28,2010-06-01,-0.0806975175899763,,2010,6,1
13,5,16,49,2015-12-01,0.2023578353718159,,2015,12,1
13,5,110,34,2016-06-01,-0.2962779063524806,,2016,6,1
13,5,110,49,2015-12-01,-0.018739374362957296,,2015,12,1
13,5,54,49,2015-12-01,0.06401294022107486,,2015,12,1
13,5,54,34,2016-06-01,-0.33362254062630026,,2016,6,1
13,5,0,31,2013-06-01,-0.24662651760206128,,2013,6,1
13,5,0,30,2012-06-01,-0.21310122092442768,,2012,6,1
13,5,10,30,2012-06-01,-0.17193724905442198,,2012,6,1
13,5,10,31,2013-06-01,-0.20037009560380747,,2013,6,1
13,5,16,19,2015-12-31,0.05170618574447523,,2015,12,31
13,5,110,19,2015-12-31,-0.17490784496256673,,2015,12,31
13,5,54,20,2017-01-01,-0.13841195237678847,,2017,1,1
13,5,54,19,2015-12-31,-0.14520188588111932,,2015,12,31
13,5,54,55,2021-12-01,-0.0660811460133362,,2021,12,1
12,5,98,20,2017-01-01,-0.5746651800300453,,2017,1,1
12,5,0,44,2010-12-01,-0.3646016122398097,,2010,12,1
12,5,110,49,2015-12-01,-0.5424129958844738,,2015,12,1
12,5,54,49,2015-12-01,-0.5793332593142727,,2015,12,1
13,5,0,42,2008-12-01,0.30972365890904746,,2008,12,1
13,5,0,51,2017-12-01,0.10857187884324607,,2017,12,1
13,5,10,42,2008-12-01,0.3814423315485419,,2008,12,1
13,5,103,22,2019-01-01,0.04831121899230988,,2019,1,1
13,5,32,44,2010-12-01,0.510451068130828,,2010,12,1
13,5,32,27,2009-06-01,0.08098777398190206,,2009,6,1
13,5,32,16,2012-12-01,0.07504658216561255,,2012,12,1
13,5,14,24,2021-01-01,-0.15019847657689497,,2021,1,1
13,5,32,28,2010-06-01,0.014361551470655627,,2010,6,1
13,5,32,29,2011-06-01,0.015210293158696965,,2011,6,1
